     959.4680909      539.9064432
     1411.553698      324.0425614
     886.9857332      587.9240868
     678.4102634      436.6975278
     1032.899164      630.5065535
     1056.083527      106.6009009
     853.5850751      562.5870525
     607.7529122       394.484683
     898.4600729      613.8200854
      1094.38901       452.519218
     1007.372877      460.3712019
     416.9621184      637.1868535
     908.1781933      465.0856475
     981.4783773       123.782367
     819.2214076       318.320677
     815.5641406      261.0064136
     958.7556539      672.3726988
     755.6574985       564.714809
     1162.419521      661.2665177
     1205.290324       178.898947
     762.9321013      695.7967861
     991.3506407      57.22160007
     1465.448952      379.1144069
     998.5769426      806.7319805
     836.1935878      694.0646258
     979.7946912       1016.75019
     1278.539106      255.1581702
     1511.710577      628.4477485
     658.2331504      614.3973171
     1005.213532      479.8393192
     1388.855937      709.7752823
     923.6668288      677.2749643
     1228.102501      763.9559409
     823.6245321      959.2225707
     941.0936574      452.6264043
     987.0294683      220.7301544
     997.8587372      72.55264175
     866.3594686      742.8598343
     559.9217299      503.2957854
     1147.686556      630.8442198
     1200.746242      872.5441654
     658.6148931      622.1593735
     752.1639692      194.5694419
      704.672715      646.7952284
     1035.955182      479.6226279
      1121.50616      493.7257778
     1184.306844      658.1904666
     650.4216694      800.3300313
     924.6350099      657.2167745
     1078.834987      746.3453461
     606.6774279      409.4767216
     901.1586085      465.7480577
     826.4212869      547.0492721
     744.0156842      827.2270457
     1002.228747      713.5222813
     825.7961332      17.75092071
     860.6064102      509.2159912
     627.5709988      230.0791211
     967.9848344      418.5102131
     511.2086826       504.320337
     1013.668465      633.5873514
     583.3854862      657.5576018
      1039.52318      532.0755975
     1092.252584      202.6912522
     579.1991216      490.8279892
     1097.001824      495.6129368
     1373.467199      738.7612097
     972.0077245      291.0598865
     976.0900893      726.1514688
     1466.619967      382.3295817
     708.2012667      660.1092704
     738.2997863      558.1186427
     679.5290622      927.3637108
     800.5176354      662.9270429
     714.3032729      1030.671033
     655.2844218      279.1482828
     886.7782539      615.6591699
     537.3582637      731.5345771
     1198.303234      527.8051126
      669.853767      709.9171722
     1153.861389       745.881898
     906.5019858      795.7900163
     713.3215916      144.4703359
     948.4699404      883.8409051
      1217.24399      938.5488418
     868.9733937      606.2029085
     946.2515425      643.2443627
     947.1435844      448.4412985
      891.284032      634.4174492
     944.0410185      77.61401925
     1089.147214      252.1493913
     898.6302017      478.1397146
     517.8778163      757.6106917
     1300.718333      258.6771158
     932.7535187      439.8318269
     1196.931501      697.6884083
     1000.755583      613.1558879
     909.7951611      134.9805527
     1107.314076      762.4068536
      857.002865      694.6407152
     753.4256988      848.8998712
     838.4978573      676.3731315
     724.6312753      355.4190938
     1016.310087      861.9000588
     1178.315647      626.3811609
     1328.708329      481.9595308
     1081.347411      497.1795804
